text,label
다들 잘 준비하고 있니... 막상 쓰자니 쓸 것도 별로 없고 추상적이라 막막하다 분량 에바야 ㅋㅋㅋ...ㅜ,0
연필로 해도되나요? 아님 꼭 4B연필이어야하나요?? 글구 혹시 200문제 다 못맞아도 만점 뜨기도하나요?,0
"얘들아 나 기타샀어
뚱땅거리면 조금 기분이 좋아질것같아서
평소에도 기타음악 듣는거 좋아했고 ㅋㅋ
이제 운동도 할거야!
조금 나은 사람이 되어볼레",1
"따따따라라라따따따라라라따따
따따따라라라따따따라라라따따

막 이래요
남자 팝송 ㅠㅠ",0
"This life is overwhelming, and I'm ready for the next one",1
ㅜㅠㅜ,0
프로그램 만들고 발표하셨나요? 발표하셨다면 어떻게 하셨나요?,0
"에어4세대 에케플 팬슬포함 싸게 판다는 글

그거도 후배님들 어쩌구 하면서 싸게 팔았었음",0
"모든걸 미루는 버릇이있어
이건 내일할래 저것도 내일할래 그렇게 미뤄
그런데 내일은 안왔으면 좋겠어
계속해서 쌓인 내일들을 마주하기보다는
당장 오늘밤에 죽어도 괜찮다 생각해
죽고싶다 나는 너무 쓸모없고 아무것도 모르는 사람이라서",1
"오늘 하루 별 일 없었다
두통도 없었고 밥도 잘 먹고 산책도 했다
내가 멀쩡하단 사실 자체가 또 나를 불안하게 만든다
나한테는 매일 무슨 일이 벌어져야할 것 같아서..",1
백일기도 들어간다,1
"우울한건 많이 괜찮아졌는데
아직 잠에들때면 걱정과 생각에 숨이 답답하고 심장이 뛰어.
무기력함은 계속인데 아침에 일어나서 무언가를 해야한다는 사실이 버거운것도 있는거 같아.
아침에 일어나는것도 한참 걸려. 뭘 시작을 못하겠어.
언제쯤 다시 활기차고 예쁘게 살아갈 수 있을까.",1
알함브라 궁전 고양이,0
남들을 과하게 원망하는 것도 우울증을 비롯한 정신병의 일부일까요? 거절을 당하면 당연히 머리로는 그럴 수 있는 거라고 생각하는데 속으로는 너무 원망스럽고 밉고 이 일과는 관계 없는 전에 느꼈던 섭섭함과 분노 같은 감정이 같이 떠오르고 동시에 그런 제가 혐오스러워서 너무 힘드네요... 억누르려고 해도 미운 감정이 주체가 되지 않습니다... 작은 부탁도 그렇습니다... 그래서 부탁하는 게 어렵고 힘들고요... 정신과 예약을 한 상태라 증상 같은 걸 생각해두고 있는데 이것도 증상 중 일종인 걸까요...? 아니면 그냥 제 마음가짐 자체가 잘못된 걸까요?,1
"지금 막학기인데 일이 생겨서 3학점짜리 한 과목 일부러 F 맞으려고 함. 그럼 이 과목은 성적표에 표시 안 되는건 아는데
졸업까지 3학점이 부족하니까 이걸 계절학기때 3학점을 따로 들어서 졸업하는게 가능한가요?
추가학기 안 하고요!",0
자꾸 우울해지고 이유는모르겠지만 자꾸 눈물이나요ㅠ 새로운사람들을 만나도 편하게 대하지를 못하겠고 전에는 안이랬는데 엄마얼굴만보면 눈물나고 그러네요.. 어떻게해야할지ㅠㅠ,1
난이도 어땟음??,0
퍼컬 질문해도 되나요???,0
"내 가슴팍에 칼을 꽂는 생각을 해
얼마나 좋을까
칼을 항상 곁에 두다보니 무섭지는 않은데
아니다 모르겠다",1
다들 날 싫어하고 혐오스러워하는 기분인데 어디까지가 내 확대해석인지 어디까지가 사실인지 모르겠어,1
아까 웹엑스 문제로 늦게 시작한 만큼 제출 시간 인정해주시냐고 여쭤보신 답변 받으셨나요??,0
"약먹는 친구들 주변 사람들한테 말해..?
가족이나 친구나 애인한테!",1
갑자기 또 죽고 싶어지는데 큰일이다,1
"블러핑=플러팅인줄 알았음..

썸탈때 플러팅 어쩌고 그런거 볼때마다
썸타는데도 약을 파네? 이생각함..ㅋㅋㅋㅋㅋ",0
"우울증을 극복하고 싶으신분들

안녕하세요. 저는 우울증을 어느정도 극복한 사람입니다.

원래 몇년전부터 미약하게 있다 코로나 이후 미친듯이 심해져 끝없는 자기혐오, 무기력함, 매일매일 드는 자살생각에 우울증 치료, 상담, 약 전부 해봤었습니다.

하지만 그것은 일시적이었을 뿐 근본적으로 바뀌는게 없더군요.

하지만 책을 읽고, 우울증에 대해 생각해보면서 조금씩 제 자신을 변화시키니 이전과 비교해서 아주 만족스러운 삶을 살아가고 있습니다.

살아있다라는 느낌, 누군가에게 나도 소중하다는 느낌이 저를 자극하여 나도 쓸모있는 인간이라 일깨워주며 긍정적인 방향으로 바꾸어주었습니다.
가장 크게 달라진 것은 회복 탄력성이랄까, 기분이 안좋은 일에 과거 한없는 자책과 자살생각으로 이어졌다면 지금은 빠르게 떨쳐버리고 다시 일상으로 돌아올 수 있는 것 같습니다.

여기 우울증으로 힘들어하는 분들을 돕고 싶어 글을 올립니다. 우울증은 혼자 극복해내기 힘든 것이기에, 타인의 도움이 반드시 필요합니다.

저는 여러분들이 우울증을 극복해내는걸 돕고, 극복한 사람들이 주변에 같은 이유로 고통받는 사람에게 먼저 손을 내밀어주는, 그런 사회를 만들고 싶습니다.

저는 심리학자가 아닙니다. 저는 종교인도 아닙니다. 확실하게 우울증이 치료된다고 할 수 없습니다.
물론 우울증을 극복하기 위해 정신건강과 관련된 심리학 책들을 찾아 공부 했습니다. 그리고 제 자신이 극복했고, 주변인들에게도 긍정적인 변화를 주었습니다.

한번 그 과정과 이야기를 들어보고 싶으신 분들, 같이 우울증을 극복하고 싶으신 분들은 쪽지 주세요.

1주일에 한번정도 2-3시간 카페에서 2-4명 모일 생각입니다. 이것은 치료라는 개념이 아닙니다. 오히려 탐구를 통해 함께 우울증을 찾아나가고자 하는 것입니다. 여러분들과 친구가 되고 싶습니다.",1
밖에서 합창함.. 이시간에..,0
"전공이 안맞는 건가? 라는 생각이 많이 드네요. 1학년때 일반물리,미분적분학,일반화학 할때는 재미있었는데 지금은 왜이렇게 혐오스러울까요.",1
모건! 모건! 모건!,0
한강 서울숲 데이트 하려고 햇는데 ㅅㅂ 날씨 왜이래 ㅡㅡ;;;;;,0
ㅇ,0
지친다 인생,1
"얘들아 약꼭 먹어
어제 새벽에 차도로 뛰어들뻔",1
INTP&INTJ 안좋은 해설 듣고온 친구가 너 이거 전부다 해당이다ㅋㅋㅋ 하던데 화가 확 치솟더라...,1
죽고싶다,1
이상한 커뮤 얘기 좀 긁어오지 말자ㅠㅠ,0
이 길이 맞아? 모르겠어.,1
"나는 어디 여행 가면 박물관 미술관 필수 코스고(특히 외국에서는) 유적지나 오래된 건물들 같은 역사적인 장소 보는 거 엄청 좋아하는데 이런 취향 생각보다는 그렇게 많지 않은 것 같음 ㅋㅋㅋ

나는 부모님 여행 취향 고스란히 물려 받은 케이스..",0
어빵 파사삭 쵸르릅,0
언제쯤 나는 나를 사랑해줄수있을까,1
예!,0
화병때문에 너무 힘들어요 딱 죽고싶네요..ㅠ,1
아빠가 죽었으면 좋겠다.,1
구할 수 있을까요..??,0
공급곡선이랑 한계공급곡선 차이점 알려줘ㅜㅜㅜ,0
"꿈을 자주꿔
매번 내가 죽거나 떨어지거나
예상했던 최악의 상황이 벌어진다거나

기분이 좋지않은건 꿈에 나오는 상황이 일상과 별반 다르지 않다는거야
너무 있을법한 일들이라 더싫어

부정적인 꿈들을 꾸는 것도
내 부정적인 생각때문일까",1
"1. 대성균관대 합격
2. 적성살려 꿈 실현
3. 다음달 실수령 870만원",0
❤️❤️❤️❤️❤️ 뿅,0
죽겠어 죽고싶다고,1
죽기 전에 제일 하고 싶은게 뭐예요??,1
죽지마. 죽지마 제발,1
진짜 남들 다 통과한다는 컴활 필기 4번이나 떨어져서 넘 힘들다. 내가 그렇다고 공부 열심히 안한것도 아니고 심지어 4번째 셤에서는 당연히 붙을줄 알고 기대하고 있었는데 역대 최저점수로 떨어져서 넘 힘들다. 가뜩이나 요즘 자리 to도 없어서 지치고 맨날 집에만 있으니까 우울해죽겠고 진로에 대한 명확한 방향도 없고 스펙도 부족한데 이번에 셤까지 거하게 말아먹어서 넘 지치고 힘들다. 진짜 시간낭비만 계속하는거 같고... 근데 더 문제인건 나의 이러한 우울한 마음을 터놓도 얘기할 수 있는 사람조차 없다는게 나를 더 우울하게 만든다. 진짜 울고싶다..,1
한 2시쯤부터 국통론 모르는거 의논할 메이트 찾아욤... 너무 어렵ㅠ,0
하나만 포기해야 한다면?,0
힘들다,1
"여러분 시립 병원 정신과 꼭 가보세요!! 친구 추천으로 다니기 시작한 지 2주밖에 안 지났는데 약 처방도 첫날부터 (항우울제 항불안제) 해주셨고 보통 시간이 좀 지나야 약효가 돈다고 들었지만 저는 플라시보 효과인지 엄청 효과를 봤어요!! 돈도 시립병원이라 나라 지원이 많이 들어가서 첫날 진료비+약비 해서 2만원도 안 들었구요!!!

늘 갑작스러운 감정기복이나 만성적 불안장애를 안고 사는 게 언제 튀어나올지 몰라 뭔가를 시작하기도 두려워하는 성격이었는데 약 덕분에 생활이 그래도 많이 편해진 것 같아요ㅎㅎ 여러분도 부디 제발 마음 아파하며 살지 마세요.. :) 부디 다 마음이 건강해지길..",1
죽고싶다,1
"실패도 스펙이다

오늘 읽은 글중에 가장 위로로 들리는 말이다",1
이름 어디다 써???,0
"그악

#사진도굽나",0
"ㄷ,,",0
저랑 잠깐 통화만 해보실 분 계실까요?,1
"자기 고향의 특산 음식을 알려줘!

대구-중화비빔밥
공주-김피탕

알려주세요!",0
"한번쯤 이길때도 됐다싶지만 아즈문, 타레미, 자한바크시,, 거기다 고지대랑 응원은 우리가 어떻게 할수없는 부분이니.. 지지만 마라ㅎ",0
"나 나중에 엄마아빠 두분 다 돌아가시면
나도 따라서 죽고싶은 생각을 자주 하는데
이게 우울증일까?",1
패드리퍼됨... ㅋㅋㅋㅋㅋㅋㅋ,0
술 잔뜩 마셨어 기분은 좋은데 실신할 거 같아... 나 차라리 알콜중독에 의한 심장마비로 죽으면 안돼? 기분좋게 가잖아 최소한... 낮생각하면 그저 살기싫은걸...,1
"단체에서 만낫는데 둘이 따로 만나서 놀다가 단체사람들이 옆술집으로 온거 우리만 봤는데
일부러 안들키려고하거 숨은거면 뭔가 들키기 싫은 뭔가 있는거겟지..? 걍 가서 인사햇어도 됏는데 왠지 모르게 아는척하기 싫엇어 ㅋㅋㅋㅋ",0
나 연락안한지 이틀됐어! 축하해줘,1
율전러인데요 정신과상담 한번 받아보고 싶은데 어디로 가면 되나요? 정신병원으로 가면 되나요? 근처에 있나요?,1
의미없는 일상적인 대화를 나눌 친구가 없어. 자취하는 집에 혼자 있으면 아무 말도 아무랑도 하지 않아. 연락은 가족들이랑만 하고. 알바 때문에 집에도 못 가는데. 주변에 아무도 없구나. 새해부터 혼자구나.,1
"안녕하세요 게시판 만든 사람입니다 다들 잘 지내고 계신가요? 전 하루하루 지겹고 힘들지만 무난히 지내려 노력 중입니다...

다름이 아니라 정보를 쌓고 공유하고자 제가 개설한 블로그에 학우 여러분이 가보신 병원이나 상담센터 중 좋은 곳을 이 블로그에 있는 글처럼 공유하거나 (https://m.blog.naver.com/leeojsh/220852877049) 복용해보신 약에 대한 정보 등을 블로그에 모으면 좋을 것 같은데...혹시 이 생각이 괜찮다고 느껴지시면 댓글로 가보신 병원/상담센터나 약에 대해 알려주실 수 있을까요?

아님 블로그에 올려서 같이 공유하면 좋을 것 같은 것이나 (개인적인 경험, 좋은 정보, 영상, 글 등) 궁금한 점들 알려주시면 제가 거기에 대해 올리도록 하겠습니다! 제가 블로그를 잘 안 해봐서 뭘 올려야 좋을지 잘 모르겠네요ㅠㅠ 도와주시면 좋겠습니다

다들 새해 복 많이 받으세요 감사합니다♥?",1
"진짜 갖고 싶었던 화장품이었는데,
국내에서 단종된 색상이라 있을 때 샀어야 하는데
가격이 고민돼서 며칠 묵혀뒀다가 들어가 보니
이제 구할 방법이 없더라.

어떻게 화장품 하나 제대로 못 사지?
어떻게 사람이 이렇게 결단력이 없을 수 있지?
어떻게 그 며칠 동안 까먹을 수 있지?
어떻게 며칠 지나도 재고가 남아있을 것이라고 안일하게 생각할 수 있지?

그렇다고 또 직구를 하려고 보니
한번도 시도해본 적 없어서 무서워지고
디올은 짝퉁 많다는데 설마 짭을 받을까 또 무섭고
이렇게 간단한 일도 무서워서 못 하는 걸 보니
난 화장품 덕질할 자격은 없나보다. 울고싶어",1
잘하는 수선집 아시나요?,0
죽으려고 매달렸던 순간이 자꾸 생각나,1
여기서 '내가 죽으려고 생각한 것은' 추천받아서 들어봤는데 진짜 좋다.. 일본 노래 안좋아해서 한번도 들어본 적 없는데 이건 며칠째 반복해서 듣고 있어,1
"이렇게 한번씩 몸 아플 때마다 그냥 죽고싶다..
하..",1
"열심히….는 못살아도
이것저것 해보면서는 살래",1
"요즘 창모 윤진영 이런 애들이 왜 잘생겨보이지..
못생긴애들한테 빠지면 답도 없는거라던데...",0
그룹과외 경우 할인 보통 어떤식으로 들어가여 ㅠㅠ?,0
"샀는데 부품은 케이스만 산 상태
보호필름 필수로 붙여야해?",0
"난 기분이 너무 왔다갔다하고 혼자서 너무 많은 생각을 해버려서
그 누구도 진짜 나를 알게되면 사랑하지 않을 것 같다는 생각이 든다.
그래서 밝은 모습만 보여주려고 속인다.
내 감정을 숨기려고 노력하다보니 조용히 그 관계에 피곤해져버린다.
나를 속이지 않으면 사랑 받을 수 없고
나를 속이면서는 사랑할 수가 없다.
회피성향인 내 모습 때문에 괴롭다.
혼자가 최선이라는 걸 알면서도 다른 사람에게 이해받고 사랑하고 싶다는 미련은 더더욱 괴롭다.",1
눈물나게 힘들다...,1
?,0
최대산소섭취량 얼마나와?,0
정말 다시는 다시 태어나고 싶지 않은 세상입니다,1
치킨 보고가라,0
모솔이면 하자라고 느껴지는 나이야?,0
너무 죽고싶어요,1
"가려고 하는데 경주 어디가 좋은가요??
초딩이후로 처음입니다!!",0
에타가 조용한느낌,0
알바몬에 4명이나 구한다는데,0
"아 또 우울한 감정 도졌다
매번 대처하기 곤란하다 늪에서 빨리 빠져나오길",1
이 정도면 충분히 산 것 같은데,1
아무도 나를 미워하지 않았으면 좋겠어. 싫어하지 않았으면 좋겠어. 욕심인 것 알면서도 매번 바라.,1
누적로그정규분포함수부터 정신줄 놨는데 어차피 이거 식 안외우고 내용만 알면되겠지?? 근데 수업에서 풀어준 연습문제에는 있길래 좀 당황스럽네,0
"다른 학교 가게 돼서 입학금을 안 내고 있었나(기억 잘 안 남) 아무튼 그랬는데 성대에서 전화가 왔대 입학 안 하시는거냐고
근데 어떤 남자분이었는데 목소리가 잘생겨서 순간 혹할 뻔 했댘ㄱㅋㄱㅋㅋ 누굴까ㅋㅋㅋ??
20학년도 입시였음…ㅋㄱㅋㄱㅋㄱㅋ",0
이상한짓 할거아니고… 인스타스토리에 올라온투썸음료가 너무맛잇어보이는데 한번도못봤던거라… 근데직접물어보긴또 친한사이가아니라서ㅠㅠ,0
"각인있는 아르마니 틴트 발견하신 분 있나요.?.?
타대 친구가 어제 5시쯤 왔다갔다는데 잃어버렸다고 해서요!
이미 하루나 지나서 못찾을거라고 했는데 진짜 소중한 거라고 그래도 올려달라고하네요ㅜㅜㅠㅜ 제가 갈 수 있으면 가보는데 하필 본가라 여기에라도 올려용..",0
왤케 졸리지... 얼마전까지만 해도 못자서 낑낑댔는데 갑자기 너무 졸린다,1
야끼밥 보고가라,0
미친년,1
"안 될 새끼한테 안 된다고 말하는게 잔인한가?
안 될 새끼한테 너도 될 수 있다고 말하는 게 더 잔인하지 않나?",1
"오늘 아침부터 공부할건데
만점 근접하게 가능? 안정적인 에쁠이 목표인데
너무 놀았다
매주 강의 듣고 필기 복습은 다 했음",0
가끔씩 고딩친구들 얘기가 나올때마다 다들 10대동안 소중한 추억 많이 쌓고 그때 사귄 친구들을 마음의 고향으로 두는 것 같은데 나는 그러지 못하고 오히려 정반대여서 소외감들고 공허하다..,1
"나 왤캐 못하지
자세히 말하긴 어렵지만
일배운지 6개월째인데 아직도 너무 못해
계속 혼나고 계속 뭔가 잘못하고
너무 속상해서 잠도 잘못자고
눈뜨면 진짜 자살하고싶다",1
나 엄청 어렸을 때 하도 볼 꼬집고 맨날 놀려서 엄마한테 이르고 울었는데 서울대 의대에서 박사까지 하고 작년부터 교수됐네................아산병원에서 일하네....근데 나이가 마흔이라 오빠가 아니네........,0
"미치게 불안하다... 아무것도 안하는건 분명 아닌거 같은데 쉴때 조차 불안해서 마음 편히 쉬질 못하겠다
어떡하지..
여러분은 쉴때 마음이 불안하면 보통 어떻게 하시나요??",1
"선배님들
요즘 중도 자리 경쟁 치열한가요?
제가 예약?하는 좌석은 할 줄 몰라서 4층을 써야하는데 집이 조금 멀어서 갔다가 자리 없으면 좀 그럴까봐요ㅠㅠ
그리구 중도 몇시까지 열려있는지도 알려주세요!",0
"학벌을 별로 안보는 직업? 에서 고학벌인 사람 보면 뭔가 특히 오오오 하게됨
딱히 학벌 낮다고 무시하는 건 아니지만 그냥... 뭔가... 뭔가...",0
너무이뻐히히힣 시험기간 고생한 나를 위한 선물😘😘,0
슬플 때 웃는자가 일류다ㅎㅎㅎㅎ,0
"어떻게 하면 자존감을 높힐 수 있을까?
이렇게 물으면 다들 자기를 사랑하라 하는데, 대체 자기 자신을 어떻게 사랑하는데.",1
"다들 병원 어디다니시나요..??
처음 가보려고하는데 생각나는 곳이 세브란스밖에 없어서요
근데 세브란스 갔던 친구가 상담은 절대 없고 그냥 질문몇개하고 끝난다고 비추라고해서..
그리고 혹시 다들 보험처리하시는지도 궁금합니다 도움부탁드려요",1
"나는 쓸모가 없다
없는게 나은데",1
어쩔탈락 ㅋ 어쩔졸업 ㅋ 어쩔학점ㅋ 어쩔시험ㅋ 어쩔삼성ㅋ,0
"서울 9급하면 ,,,

솔직히 한달에 100 저축하기도 진짜 빠듯할텐데

허름한 구축 아파트도 5억하는 마당에

100만원씩 매달 모아도 40년동안 5억 될까말까 ㅋㅅㅋ ,,,

집값은 집값대로 올려놓고서, 뒤늦게 주택담보 대출만 규제하고 ㄷㄷ

그냥 나가 주거야댈듯",0
어려웠는데...선배림들한테 썰릴 준비할게요..,0
그래 차라리 혼자가 편해,1
"우울증약 6개월째 복용중이고 학교도 비대면이다보니 이렇다 할 사회생활이 없었는데 드디어 나 알바 구했어...!!

비록 주말 각각 5시간밖에 안되지만..ㅜ",1
원래 없던 사람이고 싶다 남은사람한테 상처안주고 사라졌으면 좋겠어,1
"밑에 (알수없음)나오는 글쓴이입니다. 에타 탈퇴하고 재가입하게됐는데 저렇게 뜨네요 ㅎㅎ 답글다신분들 걱정해주셔서 감사합니다.
학기시작하고 아침에 움직이기힘들고 공부에서 과도한 스트레스받는게 처음은 아니예요. 정신과진료도 몇번 받아봤고 우울증 진단도 받았었는데 2년 공익근무하면서 다 완치됐다고 생각했는데 다시 재발한거같아 좀 속상하네요. 학교주변 병원 추천부탁드려요. 약물치료하면서 기운 먼저 내야할거같아요.",1
진짜 죽고 싶다,1
".

누가 내 목을 잘라서 보존병에 넣어줬으면 좋겠어.
그동안 내 몸은 목 없이, 또는 나보다 나은 사람의 목을 얹고서 할일 다 하고.
모든 일이 다 무사히 끝나고 나면
그때 다시 합체해주면 좋겠어.",1
학교 상담이 끝나서 병원을 다녀보려고 하는데.. 병원을 한 번도 가본 적이 없어서요. 주기적으로 계속 상담을 받는다고 하면 대강 얼마정도 드는지 알 수 있을까요?,1
"행복하게 살고싶다
고통없이",1
"우울증 해결 한 방법

요가, 크로스핏

동물처럼 본능에 따르며 살기",1
"약 먹어도 될까요? 내 증상이 과연 신경전달물질의 문제로 인한 건지 아니면 내가 자꾸 스트레스 받는 식으로 행동해서 그런건지 모르겠어요. 의사선생님은 생물학적으로 문제가 생겨서 부정적인 생각이 드는 거라는데 솔직히 이 분은 생물학적인 설명에 치우치신 것 같아서 조금 망설여져요. 최근에 정혜신 선생님의 당신이 옳다를 읽었는데 그 분이 약물로 모든 게 해결된다는 태도를 비판하셨는데 저도 그런 의견 쪽에 가깝거든요..
드셔보신 분들께 이야기 듣고 싶어요. 그래도 먹는 게 나을까요?",1
"저의 첫 산문집
“잘지낼 자신이 없어요” 가
부크크를 포함한 모든 도서 유통사에 온라인으로 유통이 됩니다.
부크크 가 아닌 교보문고 알라딘 등등에서 구매하실 경우
구매 과정이 조금 더 간단할 것으로 보이며,
배송료도 무료로 풀려서 좋네요

책은 현재 온라인으로만 유통될 예정이고,
미리 인쇄되어 있는 책을 발송하는 것이 아닌,
주문 시 인쇄 후 발송되는 시스템이라서
배송기간이 영업일 기준 2~8일까지 소요될 수도 있습니다.

그 외에 인스타그램을 통해서도 글귀를 종종 공유하고 스토리 하이라이트로 기록하고 있으니 한번 놀러와 주시는 것도 좋을 것 같네요
gwal___ (김동관)

또한 책을 받아보시고 읽어보신 분들께 감히 부탁하나 드려보고 싶습니다.
책을 읽고 나서 느낀 감정과 생각을 서스름없이 제게 알려주시면 너무너무 감사드리겠으며,
저의 다음 활동에도 큰 귀감이 될거라 생각됩니다.
감사합니다",1
뭐가 제일 맛있어?,0
맛있는게없고 아무것도 하기싫다 ㅎ,1
주변 책상 보일려면 웹캠 써야하나요?? 다들 어떻게 하세요,0
"주변 반응 진짜 신기하게 딱 셋으로 나뉨
진심으로 축하해주면서 이것저것 조언해주는 친구,
부러운건지 은근슬쩍 계속 까내리는 친구,
아무 관심 없는 친구.",0
다들 어케 공부하고있냐?,0
너무 맛있어🤤,0
"핫게보고 오랜만에 우울증 게시판에 찾아왔어요.

다들 오늘의 하루는 어떠신가요?
하늘은 하늘색이지만 혹시 회색빛처럼 느껴지진 않으시는지요.
지나가는 사람이 행복해보여서 되려 내가 우울해지진 않으시는지요.

저는 3시즌째 취준중인 15학번 여학우입니다.
저는 우울증 약을 먹고 있어요.
내원을 했던건 2월, 제가 공황발작으로 쓰러질뻔한 일을 겪고 이상하게 생각해 내원했었습니다.
2만원이 채 넘지 않는 검사를 통해 알게 된 건, 제가 우울증과 약간의 불안장애, 강박증이 있다는 거였어요.
다행히 불안장애와 강박증은 심하지 않았으나 우울증이 심해 약을 복용하기 시작했습니다.

약을 먹는다고 모든게 나아지진 않더라구요.
여전히 죽고싶다는 생각이 들때가 있었고, 두려워하는 상황을 마주하면 미친 사람처럼 울면서 소리만 질렀던 적도 있습니다.
아무 이유도 없이 눈물이 흐를때가 있었고, 심장이 계속 뛰어서 짓눌리는 것 같은 아픔을 느끼기도 했어요.

그렇지만 분명 약 먹고 삶의 질이 한층 나아졌습니다.
저는 조금씩 긍정적인 생각을 하기 시작했고, 생각의 경로를 바꾸려고 노력하곤 합니다.

우울증 약이 생각을 둔하게 만든다는 말이 있어요. 이에 동의하긴 합니다.
아 죽지 말아야지 라는 생각을 하게 하는게 아니라,
아 죽고싶다 죽고싶은데 음 아 죽고.. 아 배고프다 뭐먹지 약간 이렇게 생각의 진행을 방해하는 것 같아요.

저는 상담은 받고 있진 않아요.
금전적으로 힘들것 같기도 하고, 상담의 부작용을 한번 겪어봤거든요.
지금은 2주에 한 번씩 내원해 약을 복용하는 정도만 하고 있습니다. 그러니 한 달에 2만원 조금 안나오고 있어요.

마음이 아프시거나 내가 정말 좀 이상해지신 것 같은 분들, 겁내지 말고 진료 받아보셨으면 좋겠어요.
진료 받아 보는 노력 한번 해보는거 나쁘지 않아요.
사실 전 생각해보면 매일 죽고싶은 건 아니었거든요.
맛있는 떡볶이 먹을 땐 행복하고
버블티 한입 물때는 즐겁고
그랬던것 같아요.

이 세상을 살아나가기엔 내가 너무 여려서,
지금 힘든게 지나가길 간절히 바랄 뿐,
이 세상을 아예 등지고 싶진 않았더라구요 저는.

이글을 읽는 모두 오늘의 하늘이 조금이라도 더 밝게 느껴지길 바라며, 전 이만 공부하러 가볼게요.",1
그전에 교수님 죽여도 되는거지,0
"여기 글 처음 써보는뎅
나 자해 너무 심한거같아
한달정도 참다가 욕구에 지배당해서 핵 그어따",1
조증이 올때마다 사소한 것 하나하나에 머리가 아프고 얼굴이 시뻘게질 정도로 화나는 거 너무 싫다 그나마 충동조절장애처럼 주먹이 무의식적으로 나가는건 아니지만 화난 티가 다 나서 힘들다,1
"오늘도 아무것도 안하고 누워서 시간보낸다
할일이 없는것도 아니고 따져보면 엄청 바쁜데
하기싫어서 맨날 누워서 쓸데없이 시간보내다가
코앞에 닥쳤을때 헐레벌떡 하기시작해서
같잖은 결과물 내놓고 또 거기에 자괴감느껴져서
다시우울해하고 그런 하루의 반복",1
"내가 사랑하고 동경하는 수많은 '너'는

날 싫어하면 좋겠어
미워하고 증오하고 더럽다고 욕하면 좋겠어
모기를 죽이는 마음으로 날 짓이기면 좋겠어
그 계절이면 떨어지는 나를 잡아다가 밟고 찢고 썩게 방치하면 좋겠어",1
하.... 나 왜 이러냐.... 막 자신감도 없고 새로운 사람들 하고 대화하는 것도 어렵고 막 만나고 오면 진 빠져서 다시는 가기 힘들고.... 피해망상도 좀 있는거 같고 뭔가 다시 시작하고싶다.....,1
그런말 할거면 소개시켜줘!,0
공부해서 좋은 직장 얻으면 예쁜 여자들 줄 선다는 거짓말에 속아가지고 ㅠㅜ,0
"아무리 빨라도 11월부터 위드코로나라는 건데

그러면 11월에 대면 수업 한다고 해도 겨우 2달 때문에 자취방 계약 해야되나 ?? ,,,

어렵다 어려워",0
.,0
"절망밖에 안 보여.
애인 우울증 더 심해졌고 이젠 모르겠어. 매순간 얘가 죽을까봐 무섭고 우울할까 무서워. 나아지지 않을 거야. 영원히 불행할 거야. 병원도 가기 싫어. 나아지지 않을 테니까. 너무 아득해서 죽어버리고 싶다. 그게 안 되면 그냥 잠만 자고 싶다. 존재하는 게 너무 버거워. 너무 무서워.",1
"구입비용/최저시급 = 시간

ex) 6000원 / 8720원 = 0.69시간 = 41분 24초",0
"계절 들으실분
GLS > 수업영역 > 계절수업 수강수요조사",0
"자살하고싶어...
자살하고싶어",1
"성병 걸릴 가능성 없지???
에이즈 말구",0
그냥 아무것도 모르겠다,1
강평들어가니까 안하면 성적공시기간에 못본다는데,0
"약 먹기싫어??ㅑ의어어ㅓㅓㅓㆍ
힘들어",1
"어릴때부터 아빠는 엄마랑 이혼하셨고
밖에서 일하시니깐 어쩔 수 없이
친할머니랑 언니랑 셋이 지냈는데
할머니는 나를 왜때문인지 모르겠는데
싫어했고 차별하면서 자랐어.
먹을 것부터 시작해서
내가 좀만 먹으려하면 나보고 맨날 조금 먹으라하고
김치찌개 같은 걸 먹는다해도 국물 진짜 조금?에
고기 한조각 주는 게 전부였어.
치킨 같은 거 먹어도 어릴때 먹고싶어서 눈치보면서 닭다리 하나 먹으려 햇는데 니꺼 아니라하고 먹지말라하고
아무튼 내가 뭘 먹는 걸 그렇게 아까워 했어.
먹을 거를 사와도 꼭 아빠 언니것만 사오고 내꺼는 안 사왔어.
그래서 아빠꺼 조금 나눠주고 그랬는데
난 그게 속상했어.
할머닌 나 줄 생각도 안했다는 거니까.
한번은 햄버거 네조각으로 나눠서 한조각먹는데
너가 왜 큰거 먹냐고 뭐라하고.
그래서 그 뒤로 나는 뭘 먹고 싶어도
또 못먹게 할까봐 눈치보이고 조금만 먹을 수 있었어.
오죽하면 언니도 할머니가 너 싫어하는 것 같다고 그러고 진짜 차별 심하다 말할 정도였어.
그리고 지금 성인인데도 그래.
한번은 서러워서 운적 잇는데
아빠는 내가 그동안 할머니한테 쌓여온 게 잇는데
그걸 몰라서인지 그런걸로 왜 우냐고 그러더라고.
너무 서럽고 날 싫어하는 걸 초등학생 때부터 저러니까. 이런생각 하면 안되는 거 아는데
이젠 나도 할머니가 너무 싫고 그냥 죽어버렸으면 좋겠어.",1
여기 취준생인 학우님 있어요...?,1
"지금 옥상에서 떨어지면 집값이 많이 떨어지겠지?

하늘을 쳐다보니 그 생각이 제일 먼저 나네
사랑하는 사람들 얼굴도 아니고 그런.
나 너무 최악인 사람같아.

내 주위 사람들은 무슨 죄가 있길래 나를 아는 걸까.

얼마나 더 힘든 일이 생겨야 자살할 수 있을까.",1
